Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/2018,49.948343728,India
1,01/01/2018,33.511146099,Indonesia
1,01/01/2018,99.491105477,Japan
1,01/01/2018,35.490470651,Malaysia
1,01/01/2018,3.739291028,New Zealand
1,01/01/2018,37.471564632,Pakistan
1,01/01/2018,3.515740965,Philippines
1,01/01/2018,10.564300901,Singapore
1,01/01/2018,48.103191128,South Korea
1,01/01/2018,0,Sri Lanka
1,01/01/2018,20.345776278,Taiwan
1,01/01/2018,42.935541772,Thailand
1,01/01/2018,8.289208942,Vietnam
