Number of Records,Oil_Year,Oil_Value,Countries
1,01/01/2017,4.341586462,Slovakia
1,01/01/2017,2.57850964,Slovenia
1,01/01/2017,64.953738705,Spain
1,01/01/2017,15.389407917,Sweden
1,01/01/2017,10.881561705,Switzerland
1,01/01/2017,49.164305874,Turkey
1,01/01/2017,9.937566909,Ukraine
1,01/01/2017,77.969003183,United Kingdom
1,01/01/2017,4.748246576,Azerbaijan
1,01/01/2017,6.728900991,Belarus
1,01/01/2017,14.959780206,Kazakhstan
1,01/01/2017,151.511400198,Russian Federation
1,01/01/2017,6.895781525,Turkmenistan
1,01/01/2017,,USSR
1,01/01/2017,2.749002069,Uzbekistan
1,01/01/2017,84.496273536,Iran
1,01/01/2017,35.638535549,Iraq
1,01/01/2017,11.655212156,Israel
1,01/01/2017,20.433836628,Kuwait
1,01/01/2017,9.23909734,Oman
1,01/01/2017,11.78990907,Qatar
1,01/01/2017,168.768638365,Saudi Arabia
1,01/01/2017,43.827664596,United Arab Emirates
1,01/01/2017,19.379991734,Algeria
1,01/01/2017,39.230739347,Egypt
1,01/01/2017,13.538593578,Morocco
1,01/01/2017,27.516339794,South Africa
1,01/01/2017,29.794199575,Eastern Africa
1,01/01/2017,51.102745915,Australia
1,01/01/2017,7.852090627,Bangladesh
1,01/01/2017,610.683589237,China
1,01/01/2017,21.903954666,China Hong Kong SAR
1,01/01/2017,227.107079557,India
1,01/01/2017,79.299655307,Indonesia
1,01/01/2017,187.806365357,Japan
1,01/01/2017,35.957139467,Malaysia
1,01/01/2017,8.519101219,New Zealand
1,01/01/2017,29.191166643,Pakistan
1,01/01/2017,21.739023069,Philippines
1,01/01/2017,74.782569718,Singapore
1,01/01/2017,129.96175952,South Korea
1,01/01/2017,5.427665632,Sri Lanka
1,01/01/2017,50.11916173,Taiwan
1,01/01/2017,64.35728164,Thailand
1,01/01/2017,23.638309725,Vietnam
1,01/01/2018,109.974271206,Canada
1,01/01/2018,82.824032684,Mexico
1,01/01/2018,919.729512949,US
1,01/01/2018,30.113778791,Argentina
1,01/01/2018,135.914299297,Brazil
1,01/01/2018,18.145297632,Chile
1,01/01/2018,16.569716498,Colombia
1,01/01/2018,12.212034745,Ecuador
1,01/01/2018,12.388077537,Peru
1,01/01/2018,2.102071219,Trinidad & Tobago
1,01/01/2018,19.500253808,Venezuela
1,01/01/2018,13.408540545,Austria
1,01/01/2018,34.078554776,Belgium
1,01/01/2018,5.000145217,Bulgaria
1,01/01/2018,3.673022269,Croatia
1,01/01/2018,2.665805452,Cyprus
1,01/01/2018,10.62978703,Czech Republic
1,01/01/2018,7.92203579,Denmark
1,01/01/2018,1.502565376,Estonia
1,01/01/2018,10.747906763,Finland
1,01/01/2018,78.86541197,France
1,01/01/2018,113.194147379,Germany
1,01/01/2018,15.95047276,Greece
1,01/01/2018,8.849599184,Hungary
1,01/01/2018,1.017553635,Iceland
1,01/01/2018,7.838333734,Ireland
1,01/01/2018,60.782538195,Italy
1,01/01/2018,1.648332274,Latvia
1,01/01/2018,3.2234387,Lithuania
1,01/01/2018,3.093598914,Luxembourg
1,01/01/2018,40.889672515,Netherlands
1,01/01/2018,1.027509814,North Macedonia
1,01/01/2018,10.411651903,Norway
1,01/01/2018,32.822843322,Poland
1,01/01/2018,11.546650161,Portugal
1,01/01/2018,10.23713541,Romania
1,01/01/2018,4.210908417,Slovakia
1,01/01/2018,2.678066491,Slovenia
1,01/01/2018,66.619066455,Spain
1,01/01/2018,14.834876027,Sweden
1,01/01/2018,10.521910834,Switzerland
1,01/01/2018,48.564390084,Turkey
1,01/01/2018,9.57995162,Ukraine
1,01/01/2018,77.030537918,United Kingdom
1,01/01/2018,4.649746492,Azerbaijan
1,01/01/2018,6.801596242,Belarus
1,01/01/2018,16.381590981,Kazakhstan
1,01/01/2018,152.318580008,Russian Federation
1,01/01/2018,7.089921326,Turkmenistan
1,01/01/2018,,USSR
1,01/01/2018,2.642993293,Uzbekistan
1,01/01/2018,86.168549427,Iran
1,01/01/2018,38.372791441,Iraq
1,01/01/2018,11.455321871,Israel
1,01/01/2018,20.047639496,Kuwait
1,01/01/2018,9.204392025,Oman
1,01/01/2018,12.207315276,Qatar
1,01/01/2018,162.643982414,Saudi Arabia
1,01/01/2018,45.104051797,United Arab Emirates
1,01/01/2018,19.621367512,Algeria
1,01/01/2018,36.713441328,Egypt
1,01/01/2018,13.19413498,Morocco
1,01/01/2018,26.289811668,South Africa
1,01/01/2018,30.655652016,Eastern Africa
1,01/01/2018,53.333162497,Australia
1,01/01/2018,9.001855204,Bangladesh
1,01/01/2018,641.212074277,China
1,01/01/2018,22.182647125,China Hong Kong SAR
1,01/01/2018,239.050947025,India
1,01/01/2018,83.409115424,Indonesia
1,01/01/2018,182.364819946,Japan
1,01/01/2018,36.884767284,Malaysia
1,01/01/2018,8.410162334,New Zealand
1,01/01/2018,24.338261947,Pakistan
1,01/01/2018,21.95938386,Philippines
1,01/01/2018,75.8209511,Singapore
1,01/01/2018,128.876573531,South Korea
1,01/01/2018,5.342139019,Sri Lanka
1,01/01/2018,50.045483897,Taiwan
1,01/01/2018,65.785046381,Thailand
1,01/01/2018,24.851151803,Vietnam
